File name,Icon,Name,Type,Subtype,Defense Rating,Description,Prerequisite,Cost,Visible,Upgradeable Underlay,Upgradable Overlay,Restricts Force Powers
ia_jedirobe_010.png,,Baran Do Sage Robe,Armor,Robe,0,"Baran Do Sages are the most elite of their order, able to see into the future, the past, and across the entire galaxy.
 
The Baran Do are force sensitive members of the Kel Dor race. They seek inner peace and are very patient, consulting with the Force before making decisions.",,1,FALSE,FALSE,FALSE,FALSE
ia_kghtrobe_001.png,,Brown Tunic,Armor,Robe,0,,,1,FALSE,FALSE,FALSE,FALSE
ia_kghtrobe_002.png,,Grey Tunic,Armor,Robe,0,,,1,FALSE,FALSE,FALSE,FALSE
ia_kghtrobe_003.png,,Orange Tunic,Armor,Robe,0,,,1,FALSE,FALSE,FALSE,FALSE
ia_kghtrobe_004.png,,Blue Tunic,Armor,Robe,0,,,1,FALSE,FALSE,FALSE,FALSE
ia_mstrrobe_001.png,,Jedi Knight Robe,Armor,Robe,0,"Members of the Order typically wear plain or unassuming garments, but this variant offers the additional protection needed by Jedi influencing important events.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_002.png,,Sylvar's Robe,Armor,Robe,0,"Sylvar was a fellow student of Exar Kun and the wife of the fallen Jedi Crado, who fell to Kun's side during the Sith War many decades past. Despite several major trials, Sylvar ultimately remained true to the light side and was a strong voice in the Jedi Order.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_003.png,,Crado's Robe,Armor,Robe,0,"Crado was a Jedi who fell to the power of the dark side through the mighty Exar Kun. Crado betrayed his beloved Sylvar and was ultimately obliterated when the Cron Cluster was destroyed.
 
Given how completely Crado was killed, it is questionable whether this robe ever actually belonged to him. Regardless, this garment clearly eminates the power and corruption of the dark side.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_004.png,,Dark Jedi Knight Robe,Armor,Robe,0,"Designed for those who relish personal combat, and know that power comes to those who take it, these robes offer good protection with no hindrance to movement.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_005.png,,Gray Jedi Robe,Armor,Robe,0,"Gray Jedi are those who, though having completed the teachings of the Jedi, operate independently and outside of the Jedi Council. They are typically seen as misguided, though they have not necessarily succumbed to the dark side.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_006.png,,Jedi Master Robe,Armor,Robe,0,"Members of the Order typically wear plain or unassuming garments, but Jedi Masters also know the importance of adequate protection when great challenges must be surmounted.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_007.png,,Natth Cowling,Armor,Robe,0,"Dyed with water from the tainted Lake Natth on Ambria, these robes infuse the wearer a trace of the dark powers contained within the lake.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_008.png,,Thon's Robe,Armor,Robe,0,Thon was an enigmatic Jedi Watchman who kept even his species secret. He was a powerful agent of the light side and also trained many Jedi.,,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_009.png,,Handmaiden's Robe,Armor,Robe,0,"This robe once belonged to the Handmaiden's mother, Arren. It is the only thing of hers the Handmaiden possesses.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_010.png,,Dark Jedi Master Robe,Armor,Robe,0,"These robes offer superior protection while still allowing full freedom of movement. They are the robes of the true masters, those whose will and authority go unopposed.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_011.png,,Aleema Keto's Robe,Armor,Robe,0,"Aleema Keto began her training as a Jedi, but while researching the Sith became enthralled by their power and fell to the dark side. She was a master of illusions and helped seduce Ulic Qel-Droma to the dark side.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_012.png,,Matukai Adept Robe,Armor,Robe,0,"Matukai adepts are masters at guiding their bodies with the Force. They are capable of astounding physical feats.
 
The Matukai are a group of Force sensitives who use their physical body to channel the Force. The balance of the physical and spiritual is a cornerstone of their philosophy.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_013.png,,Matukai Apprentice Robe,Armor,Robe,0,"Matukai apprentices master physical meditation by practicing martial arts techniques. Their robes are designed to help them achieve harmony between the mind and body.
 
The Matukai are a group of Force sensitives who use their physical body to channel the Force. The balance of the physical and spiritual is a cornerstone of their philosophy.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_014.png,,Nomi's Robe,Armor,Robe,0,"Nomi displayed incredible affinity for the Force, but only reluctantly pursued Jedi training following the death of her husband, Andur. She became one of the greatest Jedi of the time, training under Master Thon.",,1,FALSE,TRUE,FALSE,FALSE
ia_mstrrobe_015.png,,Arca Jeth's Robe,Armor,Robe,0,Arca Jeth was a powerful Arkanian Jedi Master who was killed in the Great Sith War. His spirit helped provide guidance to Ulic Qel-Droma.,,1,FALSE,TRUE,FALSE,FALSE
ia_revan_001.png,,Revan's Robe,Armor,Robe,1d4,"Created by the mystical technology of the Star Forge, these robes focus the dark side energies of the wearer, fueling their power. The Sith Lord Darth Revan was wearing similar robes when captured by the Jedi, who viewed the garments as an abomination and destroyed them. However the Jedi Council, not being familiar with the origins of the robes, were unaware that the Star Forge would be capable of producing an item of such terrible power a second time.",,1,FALSE,TRUE,TRUE,FALSE
ia_revan_002.png,,Starforge Robe,Armor,Robe,1d4,"Created by the mystical technology of the Star Forge, these robes focus the inherent Force abilities of the wearer, fueling their power. Although the Star Forge itself is an artifact of the dark side, these robes were customized using an analysis of the Jedi they were created for, resulting in a powerful light side item that the Jedi can safely use against their enemies without fear of taint or corruption.",,1,TRUE,TRUE,TRUE,FALSE
ia_slave_001.png,,,Armor,Clothes,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_001.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_002.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_003.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_004.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_005.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_006.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_007.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_008.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_009.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_frarmbnds_010.png,,,Shield,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_001.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_002.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_003.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_004.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_005.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_006.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_007.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_008.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_009.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_010.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_011.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_012.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_013.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_gauntlet_014.png,,,Gloves,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_001.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_002.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_003.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_004.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_005.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_006.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_007.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_008.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_009.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_010.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_011.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_012.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_013.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_014.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_belt_015.png,,,Belt,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_001.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_002.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_003.png,,Absorption Visor,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_004.png,,Bothan Sensory Visor,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_005.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_006.png,,Breath Mask,Headgear,Breathing,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_007.png,,Bothan Perception Visor,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_008.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_009.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_010.png,,,Headgear,Breathing,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_011.png,,,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_012.png,,,Headgear,Breathing,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_013.png,,Das'skar Hunting Mask,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ii_mask_014.png,,Circlet of Saresh,Headgear,,0,,,1,FALSE,FALSE,FALSE,FALSE
ip_pltuseitm_251.png,,Nihilus' mask,Headgear,,0,It is the last surviving piece of the beast who died and was reborn in the shattered world of Malachor V.,,1,TRUE,FALSE,FALSE,FALSE
ip_pltuseitm_011.png,,Mandalorian Helmet,Headgear,Breathing,0,,,1,FALSE,FALSE,FALSE,FALSE
